year,region,stem,optical_path,mask_path,DEM,EVI,FTI,LST,NBR,NDMI,NDVI,TCB,TCG,TCW
2023,中1区域数据集,000000000000,data/2023/factors/光学遥感/中1区域数据集/images/000000000000.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000000.tif,data/2023/factors/DEM/中1区域数据集/images/000000000000.tif,data/2023/factors/EVI/中1区域数据集/images/000000000000.tif,data/2023/factors/FTI/中1区域数据集/images/000000000000.tif,data/2023/factors/LST/中1区域数据集/images/000000000000.tif,data/2023/factors/NBR/中1区域数据集/images/000000000000.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000000.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000000.tif,data/2023/factors/TCB/中1区域数据集/images/000000000000.tif,data/2023/factors/TCG/中1区域数据集/images/000000000000.tif,data/2023/factors/TCW/中1区域数据集/images/000000000000.tif
2023,中1区域数据集,000000000001,data/2023/factors/光学遥感/中1区域数据集/images/000000000001.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000001.tif,data/2023/factors/DEM/中1区域数据集/images/000000000001.tif,data/2023/factors/EVI/中1区域数据集/images/000000000001.tif,data/2023/factors/FTI/中1区域数据集/images/000000000001.tif,data/2023/factors/LST/中1区域数据集/images/000000000001.tif,data/2023/factors/NBR/中1区域数据集/images/000000000001.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000001.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000001.tif,data/2023/factors/TCB/中1区域数据集/images/000000000001.tif,data/2023/factors/TCG/中1区域数据集/images/000000000001.tif,data/2023/factors/TCW/中1区域数据集/images/000000000001.tif
2023,中1区域数据集,000000000002,data/2023/factors/光学遥感/中1区域数据集/images/000000000002.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000002.tif,data/2023/factors/DEM/中1区域数据集/images/000000000002.tif,data/2023/factors/EVI/中1区域数据集/images/000000000002.tif,data/2023/factors/FTI/中1区域数据集/images/000000000002.tif,data/2023/factors/LST/中1区域数据集/images/000000000002.tif,data/2023/factors/NBR/中1区域数据集/images/000000000002.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000002.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000002.tif,data/2023/factors/TCB/中1区域数据集/images/000000000002.tif,data/2023/factors/TCG/中1区域数据集/images/000000000002.tif,data/2023/factors/TCW/中1区域数据集/images/000000000002.tif
2023,中1区域数据集,000000000003,data/2023/factors/光学遥感/中1区域数据集/images/000000000003.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000003.tif,data/2023/factors/DEM/中1区域数据集/images/000000000003.tif,data/2023/factors/EVI/中1区域数据集/images/000000000003.tif,data/2023/factors/FTI/中1区域数据集/images/000000000003.tif,data/2023/factors/LST/中1区域数据集/images/000000000003.tif,data/2023/factors/NBR/中1区域数据集/images/000000000003.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000003.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000003.tif,data/2023/factors/TCB/中1区域数据集/images/000000000003.tif,data/2023/factors/TCG/中1区域数据集/images/000000000003.tif,data/2023/factors/TCW/中1区域数据集/images/000000000003.tif
2023,中1区域数据集,000000000004,data/2023/factors/光学遥感/中1区域数据集/images/000000000004.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000004.tif,data/2023/factors/DEM/中1区域数据集/images/000000000004.tif,data/2023/factors/EVI/中1区域数据集/images/000000000004.tif,data/2023/factors/FTI/中1区域数据集/images/000000000004.tif,data/2023/factors/LST/中1区域数据集/images/000000000004.tif,data/2023/factors/NBR/中1区域数据集/images/000000000004.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000004.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000004.tif,data/2023/factors/TCB/中1区域数据集/images/000000000004.tif,data/2023/factors/TCG/中1区域数据集/images/000000000004.tif,data/2023/factors/TCW/中1区域数据集/images/000000000004.tif
2023,中1区域数据集,000000000005,data/2023/factors/光学遥感/中1区域数据集/images/000000000005.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000005.tif,data/2023/factors/DEM/中1区域数据集/images/000000000005.tif,data/2023/factors/EVI/中1区域数据集/images/000000000005.tif,data/2023/factors/FTI/中1区域数据集/images/000000000005.tif,data/2023/factors/LST/中1区域数据集/images/000000000005.tif,data/2023/factors/NBR/中1区域数据集/images/000000000005.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000005.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000005.tif,data/2023/factors/TCB/中1区域数据集/images/000000000005.tif,data/2023/factors/TCG/中1区域数据集/images/000000000005.tif,data/2023/factors/TCW/中1区域数据集/images/000000000005.tif
2023,中1区域数据集,000000000006,data/2023/factors/光学遥感/中1区域数据集/images/000000000006.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000006.tif,data/2023/factors/DEM/中1区域数据集/images/000000000006.tif,data/2023/factors/EVI/中1区域数据集/images/000000000006.tif,data/2023/factors/FTI/中1区域数据集/images/000000000006.tif,data/2023/factors/LST/中1区域数据集/images/000000000006.tif,data/2023/factors/NBR/中1区域数据集/images/000000000006.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000006.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000006.tif,data/2023/factors/TCB/中1区域数据集/images/000000000006.tif,data/2023/factors/TCG/中1区域数据集/images/000000000006.tif,data/2023/factors/TCW/中1区域数据集/images/000000000006.tif
2023,中1区域数据集,000000000007,data/2023/factors/光学遥感/中1区域数据集/images/000000000007.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000007.tif,data/2023/factors/DEM/中1区域数据集/images/000000000007.tif,data/2023/factors/EVI/中1区域数据集/images/000000000007.tif,data/2023/factors/FTI/中1区域数据集/images/000000000007.tif,data/2023/factors/LST/中1区域数据集/images/000000000007.tif,data/2023/factors/NBR/中1区域数据集/images/000000000007.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000007.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000007.tif,data/2023/factors/TCB/中1区域数据集/images/000000000007.tif,data/2023/factors/TCG/中1区域数据集/images/000000000007.tif,data/2023/factors/TCW/中1区域数据集/images/000000000007.tif
2023,中1区域数据集,000000000008,data/2023/factors/光学遥感/中1区域数据集/images/000000000008.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000008.tif,data/2023/factors/DEM/中1区域数据集/images/000000000008.tif,data/2023/factors/EVI/中1区域数据集/images/000000000008.tif,data/2023/factors/FTI/中1区域数据集/images/000000000008.tif,data/2023/factors/LST/中1区域数据集/images/000000000008.tif,data/2023/factors/NBR/中1区域数据集/images/000000000008.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000008.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000008.tif,data/2023/factors/TCB/中1区域数据集/images/000000000008.tif,data/2023/factors/TCG/中1区域数据集/images/000000000008.tif,data/2023/factors/TCW/中1区域数据集/images/000000000008.tif
2023,中1区域数据集,000000000009,data/2023/factors/光学遥感/中1区域数据集/images/000000000009.tif,data/2023/factors/光学遥感/中1区域数据集/labels/000000000009.tif,data/2023/factors/DEM/中1区域数据集/images/000000000009.tif,data/2023/factors/EVI/中1区域数据集/images/000000000009.tif,data/2023/factors/FTI/中1区域数据集/images/000000000009.tif,data/2023/factors/LST/中1区域数据集/images/000000000009.tif,data/2023/factors/NBR/中1区域数据集/images/000000000009.tif,data/2023/factors/NDMI/中1区域数据集/images/000000000009.tif,data/2023/factors/NDVI/中1区域数据集/images/000000000009.tif,data/2023/factors/TCB/中1区域数据集/images/000000000009.tif,data/2023/factors/TCG/中1区域数据集/images/000000000009.tif,data/2023/factors/TCW/中1区域数据集/images/000000000009.tif
